	x	H
0	8.221620553409384	7.0
1	8.717981980022145	11.0
2	9.214343406634907	10.0
3	9.710704833247668	21.0
4	10.20706625986043	21.0
5	10.70342768647319	17.0
6	11.199789113085952	7.0
7	11.696150539698714	4.0
8	12.192511966311475	0.0
9	12.688873392924236	2.0
